texte,categorie,label,type_document,anonymized
"[ORGANISATION] annonce des performances financières stables pour ce semestre, consolidant sa position de leader sur le marché tunisien avec un montant net d'investissements record.",Publique,C1,Actualités financières COMAR,True
Appel de cotisation pour votre assurance auto n° POL-672473. Assuré : [PERSONNE]. Montant net à payer : 12 500 TND avant le 30/09/2025. Coordonnées bancaires [ORGANISATION] pour virement : [IDENTIFIANT] 78928802295576930888.,Finance,C3,Avis d'échéance et appel de cotisations,True
"[DONNEES] Éléments stratégiques relatifs au rapprochement avec un groupe international, prévu pour le 30/09/2025. Toute fuite d'information avant l'annonce officielle exposerait l'entreprise à un risque financier majeur. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Strategique,C4,Plan de fusion-acquisition,True
"[DONNEES] Projet d'acquisition en cours de négociation avec une société concurrente, montant envisagé 12 500 TND. Ce dossier ne doit être consulté que par les membres du comité exécutif jusqu'à son annonce officielle. Toute copie, impression ou diffusion nécessite une validation préalable.",Strategique,C4,Plan de fusion-acquisition,True
"Relevé d'identité bancaire [ORGANISATION] : titulaire [PERSONNE], banque STB, [IDENTIFIANT] 07624864499815951774, [IDENTIFIANT] TN598902700698219290245. Ne pas transmettre par messagerie non sécurisée. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Attestation bancaire (RIB tunisien),True
"Découvrez notre engagement en matière de responsabilité sociétale à [PERSONNE], à retrouver sur notre site web ouvert à tous les visiteurs.",Publique,C1,Page site web institutionnel,True
"Ordonnance médicale concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Traitement prescrit le 18/11/2026 par Dr. [PERSONNE]. Ce document ne peut être consulté que par le personnel médical habilité et le pharmacien. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Ordonnance médicale,True
Attestation [ORGANISME] — Bénéficiaire : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Numéro d'affiliation : 6868692R/P/N/000. Prise en charge médicale pour fracture du poignet. Document contenant des données de santé protégées. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.,Medicale,C4,Attestation CNAM / mutuelle,True
[DONNEES] Invitation réunion d'équipe : ordre du jour concernant le planning des audits internes et le suivi du dossier client. Rendez-vous dans la salle de conférence.,RH,C2,Invitation et planification réunion,True
"[DONNEES] Tout savoir sur l'assurance habitation : garanties obligatoires, franchises et options disponibles pour protéger votre logement et votre famille.",Publique,C1,Guide assurance auto/habitation,True
"Dossier de contentieux opposant [ORGANISATION] à un partenaire industriel, enjeu financier estimé à 12 500 TND. Ce dossier est couvert par le secret professionnel. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Juridique,C4,Litige juridique majeur,True
"MODÈLE DE FICHE CLIENT VIERGE - [ORGANISATION] ASSURANCES
Nom de l'assuré : [Insérer Nom]
[IDENTIFIANT] : [__ __ __ __ __ __ __ __]
Téléphone : [Insérer Numéro]
Adresse : [Insérer Ville]
[IDENTIFIANT] : POL-xxxxxx
[IDENTIFIANT] : SIN-xxxxxxx",Publique,C1,Modèle de document vierge,True
Avis d'échéance [ORGANISATION]. Client : [PERSONNE]. Police n° POL-127096. Cotisation due pour la période du 18/11/2026 : 1 850 TND. À régler par prélèvement sur votre compte [IDENTIFIANT] TN597303089034544684321.,Finance,C3,Avis d'échéance et appel de cotisations,True
"MODÈLE DE FICHE CLIENT VIERGE - [ORGANISATION] ASSURANCES
Nom de l'assuré : [Insérer Nom]
[IDENTIFIANT] : [__ __ __ __ __ __ __ __]
Téléphone : [Insérer Numéro]
Adresse : [Insérer Ville]
[IDENTIFIANT] : POL-xxxxxx
[IDENTIFIANT] : SIN-xxxxxxx",Publique,C1,Modèle de document vierge,True
"Rémunération globale du dirigeant [PERSONNE] pour l'exercice en cours : 3 200 TND. Cette information est réservée aux membres du conseil d'administration. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Rémunération dirigeant,True
"Dossier médical confidentiel de [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216 27 565 037). Antécédents : burn-out professionnel. Suivi à Hôpital [PERSONNE]. Accès strictement restreint au médecin conseil [ORGANISATION]. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Dossier médical complet,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 30/09/2025. Incapacité temporaire de 30 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Arrêt maladie,True
"CERTIFICAT MÉDICAL — Je soussigné(e) Dr. [PERSONNE], certifie avoir examiné ce jour M./[PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) et constate un état de santé nécessitant un repos de 5 jours. Établi à Sfax le 12/03/2026. Ce document est couvert par le secret médical. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Certificat médical,True
"Mise à jour du moyen de paiement de [PERSONNE] : nouvel [IDENTIFIANT] TN591309519047718673085 enregistré dans le système, accès limité au [SERVICE] Finance. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Finance,C4,Coordonnées bancaires client,True
Note interne du 12/03/2026 concernant l'organisation du [SERVICE] Souscription pour le trimestre à venir. Ne pas transmettre en dehors de l'entreprise.,RH,C2,Note de service,True
Facture n° 2026-12/03/2026 émise au nom de [PERSONNE] pour un montant de 22 900 TND. Coordonnées de paiement : [IDENTIFIANT] TN598703170981668813038.,Finance,C3,Facture client,True
"Procédure de fonctionnement du [SERVICE] Sinistres : étapes à suivre pour le traitement des demandes courantes, réservée au personnel de l'entreprise.",RH,C2,Procédure interne,True
"Dossier médical confidentiel de [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216 97 670 249). Antécédents : burn-out professionnel. Suivi à Centre médical [ORGANISATION]. Accès strictement restreint au médecin conseil [ORGANISATION]. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Dossier médical complet,True
"[DONNEES] TEMPLATE DE CERTIFICAT MEDICAL D'APTITUDE
Je soussigné Dr [Nom du médecin] certifie que M./Mme [Nom du patient] ... 
Diagnostic : [________________]
Signature et cachet du médecin :",Publique,C1,Modèle de document vierge,True
Police d'assurance habitation n° POL-403951 - Conditions particulières. Assuré : [PERSONNE] ([PERSONNE]). Franchise générale de 48 000 TND par sinistre. Document contractuel confidentiel.,Personnelles,C3,Conditions particulières de police,True
"Certificat médical délivré par Hôpital [PERSONNE] concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Diagnostic : fracture du poignet. Durée d'incapacité : 5 jours. Document strictement confidentiel, réservé au médecin conseil [ORGANISATION] et au [SERVICE] RH. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Certificat médical,True
Politique de confidentialité et cookies de [ORGANISATION]. Nous attachons une grande importance à la protection de vos données personnelles et au respect du RGPD.,Publique,C1,Politique de confidentialité publique,True
"Formulaire de souscription assurance vie. Souscripteur : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [CONTACT]). Bénéficiaire désigné en cas de décès : conjoint(e). Reçu le 22/01/2026.",Personnelles,C3,Demande de souscription contrat,True
"Fiche de prélèvement bancaire [ORGANISATION] : [PERSONNE], [IDENTIFIANT] TN599009880253523484712, [IDENTIFIANT] [IDENTIFIANT], Tél: +216 73 220 394. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Coordonnées bancaires client,True
"Fiche client [ORGANISATION] : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tunis, Tél: +216 75 224 141). Police n° POL-325277. Ce dossier contient des données sensibles assurantielles. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Personnelles,C4,Dossier client (données personnelles),True
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"Communiqué de presse du 18/11/2026 : [ORGANISATION] annonce le lancement de sa nouvelle gamme de produits, disponible dès aujourd'hui pour le grand public tunisien.",Publique,C1,Communiqué de presse,True
"Dossier de contentieux opposant [ORGANISATION] à un partenaire industriel, enjeu financier estimé à 3 200 TND. Ce dossier est couvert par le secret professionnel. Information de niveau hautement confidentiel, soumise au secret professionnel.",Juridique,C4,Litige juridique majeur,True
"Accord commercial conclu entre [ORGANISATION] et un partenaire industriel, portant sur une prestation d'un montant de 3 200 TND. Les termes de cet accord ne peuvent être divulgués sans autorisation.",Juridique,C3,Contrat commercial,True
"CERTIFICAT MÉDICAL — Je soussigné(e) Dr. [PERSONNE], certifie avoir examiné ce jour M./[PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) et constate un état de santé nécessitant un repos de 5 jours. Établi à Ariana le 22/01/2026. Ce document est couvert par le secret médical. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Certificat médical,True
"Enregistrement des coordonnées bancaires du client [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) : [IDENTIFIANT] TN595306074339899809075, [IDENTIFIANT] 04331599988704628159. Ces informations financières ne doivent en aucun cas être communiquées à un tiers non autorisé. Information de niveau hautement confidentiel, soumise au secret professionnel.",Finance,C4,Coordonnées bancaires client,True
"[ORGANISATION] annonce des performances financières stables pour ce semestre, consolidant sa position de leader sur le marché tunisien avec un montant net d'investissements record.",Publique,C1,Actualités financières COMAR,True
"Certificat médical délivré par [PERSONNE] du Lac concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Diagnostic : lombalgie chronique. Durée d'incapacité : 5 jours. Document strictement confidentiel, réservé au médecin conseil [ORGANISATION] et au [SERVICE] RH. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Certificat médical,True
"Relevé d'identité bancaire [ORGANISATION] : titulaire [PERSONNE], banque STB, [IDENTIFIANT] 31810098253343659470, [IDENTIFIANT] TN597701576067001280024. Ne pas transmettre par messagerie non sécurisée. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Finance,C4,Attestation bancaire (RIB tunisien),True
"Communiqué financier : [ORGANISATION] affiche des résultats solides pour l'exercice écoulé, avec une hausse du chiffre d'affaires global et de nombreux nouveaux contrats signés à Tunis.",Publique,C1,Actualités financières COMAR,True
"Plan de réorganisation du [SERVICE] Support client, prévu pour le 18/11/2026, impliquant une révision des effectifs. Document réservé au comité de direction. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Strategique,C4,Plan de restructuration,True
"[ORGANISATION] Santé : Pour votre bien-être, adoptez une alimentation équilibrée et pratiquez une activité physique régulière. Pour toute question médicale, consultez votre médecin traitant.",Publique,C1,Conseils prévention et santé,True
"Certificat d'arrêt de travail de [PERSONNE], établi par Dr. [PERSONNE] le 12/03/2026. Incapacité temporaire de 5 jours. Document couvert par le secret médical, accès restreint au médecin du travail [ORGANISATION]. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Arrêt maladie,True
[DONNEES] Le présent contrat lie l'entreprise à un groupe international à compter du 05/06/2026. Sa communication est réservée aux signataires et à la direction juridique.,Juridique,C3,Contrat commercial,True
"Bonjour à tous, je vous propose de planifier une réunion de travail pour faire le point sur le dossier de l'assurance client de M. [PERSONNE]. Merci de m'indiquer vos disponibilités.",RH,C2,Invitation et planification réunion,True
"Déclaration de sinistre n° SIN-2025778 — Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [CONTACT]). Police POL-778277. Montant réclamé : 3 200 TND. Dossier à traiter par le [SERVICE] Sinistres.",Personnelles,C3,Déclaration sinistre assurance,True
